66920.39815521793,-241332.11914321285,75835.80697083188,-291025.9571609152,78308.0553213546,-301311.6423210683,66467.80960316132,-241149.24586813027,35431.25511393125,-105293.96936968721,43128.59714918856,-140242.3825498944,38520.83228257709,-120644.48465630709,96051.01893761069,-382159.26930725464,44729.64745988778,-143963.14041078388,29140.716797640183,-82453.15111903558,62440.664783769746,-225286.37377876192,73861.115439237,-276861.8782281879,60384.044156614276,-214360.15994181018,74156.54235288326,-274418.40891453985,55321.84507755138,-190460.63331471235,33764.284349604124,-102245.09932286851,69677.20944533817,-260619.35172103945,61520.29018543848,-217771.03272138722,63346.49644996685,-231578.26370298082,71936.02136958652,-271061.7134993045,70337.79046037073,-260782.4333254781,45727.99620825122,-148572.65138355712,53418.19829722277,-183834.60271765265,42428.05423379753,-132933.65964730692,42300.17622733306,-136282.20590992272,68087.94014845155,-248774.57082735244,37892.63512128011,-115174.69652863435,29652.578332360903,-83146.61479035458,74721.63035023541,-281792.47856689093,44433.046210916036,-141854.10700359772,65096.38337079933,-236809.92063931364,55970.02162176627,-194322.13559070288,
66737.11184219187,-241624.31542646186,74577.41913220784,-276117.70528620516,81029.8353234966,-309246.0643002249,101045.7496463802,-407975.0642427332,39440.70179987076,-122688.20843888438,44518.62023844755,-141864.27392620378,42768.95774260343,-137064.94512180623,105929.33037244162,-429950.2465265299,45199.00328904604,-147160.51007592675,30454.649840774753,-86439.92587175025,62501.4541401247,-221470.32334356243,66744.37174150065,-243155.94943568995,57329.16258340847,-197957.0900480749,56054.463264218386,-192396.25035905786,51068.36861765,-172285.86063797862,34778.89099782238,-105020.19395776516,67648.11648138353,-247225.70399412126,61200.01795820658,-213396.56761946392,63436.964289210024,-226216.97882317373,75991.14720207441,-287040.56835542986,73609.7764045491,-273239.8104707173,46867.95427909479,-153761.4718128054,55851.012250941596,-192945.98014918307,42994.23731756293,-136128.41704323702,40884.34679095185,-129222.97836491323,67288.64145759174,-244824.7034827399,37015.79000631258,-113463.2143786107,28413.601403242646,-79251.63806281563,72821.18245689156,-273063.4609801185,50266.5676057136,-166489.72901833427,65372.62713154139,-238785.85021826514,55888.50536114149,-193491.03210492444,
70344.66551703043,-258298.08810099066,81623.30895014106,-311673.3097802149,93055.64824130986,-369262.31044522976,89404.5804198654,-348611.0188149409,42171.52627434749,-143307.8274396504,47236.54540058032,-157574.771045989,50043.022374012755,-180223.58884515442,106802.84254180109,-436985.6147549442,50117.31217342471,-169734.70527090642,34005.137279458904,-101773.66999970074,69123.61845796733,-256088.44951993244,81074.72373031467,-312266.8061199513,60711.14446845841,-215357.63846650042,58879.79917710992,-204687.12956028717,56244.57583370423,-195012.7514245774,33996.534314001095,-101619.3287012453,77218.53808208153,-295898.35016898206,66834.68786894124,-244008.68450531148,76079.9844017869,-289256.9097454279,84121.84484599927,-332988.92730302934,76975.30543272209,-289681.6839374936,50455.03568087556,-167142.7913855013,61880.323012284956,-221056.90426175177,45374.09692880772,-145759.8418896275,46773.1972090028,-151471.55457323775,71482.49344204154,-262341.3900810144,42721.75332007243,-136880.08228488974,29072.665808658414,-82114.98700256668,78677.8475388339,-297762.5403985898,57657.72234249595,-201700.8934775843,73460.69437782645,-273296.5905451918,66205.98700447811,-240477.2724111685,
63687.58904594173,-231411.2571638574,67985.82756736553,-252035.0264624185,78613.82318693385,-304255.7615512594,69687.9911733868,-257989.6854646354,38387.16835204407,-123764.47843535936,44960.95028953154,-147497.63650838402,37562.19665204438,-112617.2220885304,117397.3090452709,-487254.69157697563,37812.07827215179,-116312.36554269938,30076.29133435987,-85368.2555956136,52475.43425914804,-177277.5056523466,57394.73646929351,-200661.70484150434,55522.662562342135,-192607.03209025157,60217.9046496199,-212504.32171474257,49513.694030944345,-163614.16161398956,30841.391513262213,-88775.49288773461,65557.7656276275,-237300.4615372175,57191.772685825184,-198465.5096587949,62246.12544879038,-222988.62217022694,61665.618112471246,-217286.37510772984,70385.35814505199,-265353.7812151291,47198.48253899916,-157840.0338208943,52163.4599428305,-174654.4391847991,49096.45258870459,-166310.61520653754,39437.910329214385,-122641.52075191011,78597.43281201765,-294631.0855048543,35530.23390893731,-107066.51739657036,28315.399130238628,-78515.16746341411,60414.22312848638,-210892.14875971357,36180.72124248106,-109535.3999931,57562.33327043262,-200473.994643568,52598.405606304645,-179446.7181480763,
58999.20507856834,-204839.4011038234,65038.41843855633,-233609.77701312688,73271.38594618114,-277845.63356096117,57670.66403386398,-201383.36506050988,34101.68641026133,-101323.90463415268,37516.774859640835,-116066.74205292643,35883.10741492045,-107901.53201077673,124433.63293892755,-524383.6265227296,41500.586563875586,-129255.86379562256,26185.191662232028,-70127.70020578196,54514.6324004512,-187788.12099511467,64481.50416675882,-231910.79403833472,54164.09214158851,-184902.0130236703,54655.56185056851,-187279.2573812027,49091.567179614794,-164225.52702034486,29739.2945009936,-83825.40937589697,59579.42029913488,-207736.95749240392,54313.98027050213,-187318.74874175215,61272.57634316506,-219081.47132968047,64573.5441697362,-232641.93644986223,64103.81051599563,-231310.71172524363,41771.737099838996,-132348.02552943508,53143.41989424484,-179537.27240982145,39996.144708376916,-123316.68725018398,34583.556821316815,-102014.68153418982,76018.61541562964,-286370.81776658376,36160.99272457512,-109046.12685251313,23755.360971145703,-60981.51782519174,61584.88882978886,-219739.37779689825,53697.83381300206,-183373.2121458015,58487.07473173572,-206133.67985644552,53667.97149238906,-184062.08477428675,
60881.65781894324,-215576.3855801177,66072.03569942186,-237074.71248115576,74516.28002438697,-277653.1497911442,65769.95326911754,-241787.75058477474,36979.73079498725,-112910.44426857108,41427.055799491245,-132069.306698144,40478.14990806703,-126187.1813883167,126256.5539478417,-541170.5843247232,52530.89871779601,-183834.12712954276,28685.221382890206,-78499.26252488431,60179.905698557675,-212655.8245079267,73338.35274050568,-273500.23099886125,57104.6970633695,-197564.61556586943,57026.933774679754,-196347.3442438244,47760.21732679037,-156733.2033557132,33283.07880077882,-98949.35460680869,65304.374854558075,-236529.7152424636,58841.128434983366,-206172.94911945178,63229.43087246098,-226300.60509221625,72509.55917082794,-271866.81051767897,65945.39162579573,-240133.52351208407,45246.722602737245,-146933.31700439786,53756.233669341906,-183807.28354298262,42661.88872357717,-133734.20533716143,40317.238203213376,-125888.47149304031,83397.13008988122,-317863.3367283829,35606.8447097458,-106451.88179515563,29067.55957523943,-82007.3982862578,69835.844928087,-257522.1754375875,47085.69009353919,-152762.52993670938,60099.565804607155,-212638.74190045532,51167.341415639516,-172511.33976947796,
61426.154688178474,-218968.30601480702,83936.93298994454,-353460.7624658905,120469.88616696736,-636714.5995313001,93122.4802516273,-455092.10783963907,42359.14318063903,-140585.15329328005,54250.933853090595,-207243.2154129404,52943.33570012289,-188237.98778950202,127026.31807508899,-540851.4975209167,51490.4829644552,-173101.8163761246,33778.383821379764,-98542.99834773454,64980.06416746151,-236978.42175245256,88520.87882439647,-345971.25724080106,66413.58473038192,-243954.38650286026,73548.56516001065,-273675.4288777132,60338.0231520441,-214415.67809752174,33881.294895557876,-100763.63563517199,71753.73239993441,-263407.29861737153,65026.546482120546,-233562.24885588625,67603.48852310842,-248888.52684600852,73120.12376894505,-270574.49148491444,75523.45063753886,-281485.31326338014,53602.35577655786,-193040.2215452612,56924.70302604273,-196404.25271090376,45238.73418148002,-145145.42855025598,49503.62235890505,-167124.83082810784,77823.88460477846,-300582.12003776344,40879.9918302499,-128939.65295523606,28577.104668002692,-79095.78350943126,74734.1191082496,-279737.1463086568,48490.94550168321,-161910.8728146943,69261.06089913844,-253757.89515110603,65451.19424267984,-236640.90048248722,
76683.5547251256,-288226.91921095096,84930.07741503185,-330108.5841049615,92419.37569751036,-369147.0898503883,78293.19429030387,-296425.6937372501,42338.8293267672,-138142.99745310747,51759.4148214992,-176948.8811468584,45617.06136950958,-148803.2869102026,110327.28283010522,-455040.34021759836,51157.08419710798,-174569.47662152027,37138.058571727255,-114413.4870759277,66622.86529552788,-238848.79460446065,90810.6260943154,-357024.0100414498,64989.85422820702,-237788.80218823554,64729.159967791726,-234940.83427382537,63105.664055327754,-228367.33117684766,37004.58006452663,-112035.19230007398,80064.14284401428,-310957.78193987743,75585.70887681119,-285468.2882926762,81055.36902307221,-317168.5953326244,85919.34784151298,-340085.1522117215,82170.8533786737,-318917.2709197283,54157.665427531174,-187993.0684341896,63338.76382279529,-230536.68414938613,46643.88009337865,-151714.2432197147,49242.24720992069,-165059.54629131858,73938.40063969918,-275259.3560745005,44719.015806523086,-145051.1756082601,31796.441432146763,-93167.71808316713,78403.18383335724,-296523.109426241,68763.41840417602,-253073.61260153272,75892.78516469107,-286938.6376703066,74720.37853494441,-283268.4853395059,
79791.47936978441,-307236.68287910405,87966.35370743662,-346604.48914018983,98591.93573826496,-400875.22862374544,78774.9928084573,-298642.90379360225,47573.49969140206,-154353.37406034028,52105.92841613825,-178763.3223919344,54262.07877793191,-184429.38980672255,170904.36782059504,-783423.2733938929,60147.461906690354,-211650.1764450373,33919.529181221464,-100662.35137212579,79158.11476317134,-301080.82917104487,96920.4374972429,-388114.54178885906,69444.90876099601,-258572.60448706071,67187.47625280666,-248415.6979841374,61544.17503986582,-221777.29846620563,36579.599009876925,-112415.76849852284,90665.3141716966,-358417.5452821845,75574.38062232718,-283122.9195007001,79058.85890228125,-303578.7709063073,94357.33129037809,-380309.09935534745,85344.67005042193,-334951.1454860236,53723.23009444984,-183302.7743963329,67401.48340067238,-247080.07664035127,46744.27924643712,-151047.68419111334,51430.63881941358,-175416.50739894086,95245.75619062703,-379682.0748824721,49618.826348081035,-166924.62043748662,31321.728012339,-89600.59835366673,91156.12346806712,-362882.51808329753,81061.99350033009,-311319.1684925699,79569.42321323263,-304164.2022604017,70117.18169580444,-259759.85603840637,
66066.38821262866,-238523.07482786442,75905.86759298536,-284481.24890428886,86119.08505719205,-336961.5222903242,72580.25021369196,-267547.1640218535,42858.68053805077,-137065.95052055235,49427.377429414584,-166348.49285275463,45035.34747290968,-145598.88841285638,157441.7851720605,-706000.0840617277,50270.81305215586,-167839.54416351972,30829.7889174814,-89142.61453897032,73733.18826612897,-278294.88708158,69258.95232019032,-254769.47398708574,63461.45754452014,-229165.16235209155,59074.74793139986,-208700.3728553906,56744.96599517305,-196579.6923696955,35043.91713445945,-107097.05129368181,78500.19181013884,-300175.4312765386,69097.35473460388,-251130.61917207506,74919.63526269127,-278761.09287822543,84465.40748884217,-327461.06289290206,72752.95089391101,-271512.372678865,49914.57460978681,-166030.8053780847,62922.42350720172,-224829.59742403796,46005.35500447577,-148660.70406729623,45898.10596602923,-150949.93242663995,88592.80430846976,-346702.7462438216,40255.572249800956,-125838.56015229182,29370.95024695262,-83780.55504139728,84461.41655924832,-326740.02046965185,43010.626412865284,-138122.63971778096,72845.75665474638,-270460.9246262086,66723.2213070264,-241681.04625912698,
